transaction_id,amount,time_of_day,location_risk,is_foreign,num_prev_transactions,account_age_days,is_fraud
2424,61.35,10,0.1,0,23,2360,0
750,97.88,19,0.36,0,5,2781,0
5272,13.82,15,0.04,0,14,2842,0
2374,56.2,15,0.38,0,8,2724,0
4694,73.51,14,0.12,0,10,2814,0
9880,145.92,1,0.97,1,3,57,1
8371,17.0,15,0.35,0,6,1031,0
7320,297.43,10,0.25,1,22,2817,0
4369,17.84,19,0.3,0,36,1023,0
6786,207.74,16,0.27,1,11,2630,0
7402,117.32,15,0.06,0,35,160,0
1140,89.75,18,0.08,0,29,2806,0
7632,92.44,15,0.23,0,21,96,0
2232,4.93,22,0.37,0,22,2384,0
2165,63.73,18,0.24,0,21,2975,0
5218,135.62,21,0.13,0,33,2420,0
9445,64.61,16,0.32,0,15,2204,0
9238,10.59,18,0.13,0,9,1994,0
4562,33.86,7,0.17,0,33,311,0
1571,88.34,21,0.35,0,33,2403,0
173,71.76,13,0.03,0,19,1197,0
7164,120.17,16,0.15,0,12,811,0
2088,106.94,15,0.11,0,34,1688,0
4668,182.54,7,0.04,0,13,1314,0
4566,227.68,10,0.32,0,45,264,0
7090,8.97,19,0.26,0,6,2904,0
6570,54.52,8,0.02,0,11,127,0
4784,34.44,16,0.14,0,37,1395,0
2685,41.15,12,0.19,0,29,462,0
1833,87.33,19,0.38,0,1,550,0
8547,162.48,6,0.35,0,30,2591,0
5066,3.74,14,0.15,0,23,1860,0
9131,28.05,16,0.27,0,36,2597,0
9356,155.17,18,0.27,0,41,2232,0
4413,111.0,8,0.31,0,6,2251,0
7208,52.19,8,0.26,0,16,2283,0
9891,101.84,0,0.62,0,4,21,1
835,68.99,20,0.36,0,31,1435,0
6822,73.46,11,0.35,0,14,427,0
3782,39.57,18,0.06,0,5,1710,0
9013,8.76,14,0.04,0,23,2299,0
7500,110.49,22,0.34,0,48,796,0
3425,181.47,8,0.14,0,7,2028,0
66,78.24,21,0.11,0,14,212,0
2964,384.09,19,0.11,0,34,651,0
5670,137.64,9,0.13,0,40,298,0
8963,59.88,10,0.34,0,28,1097,0
355,7.32,20,0.3,0,36,137,0
8172,162.23,11,0.13,0,44,2349,0
4031,111.25,19,0.25,0,25,409,0
8535,77.94,6,0.0,0,20,891,0
3652,50.73,20,0.15,0,46,520,0
6740,278.79,17,0.28,1,32,1597,0
3298,7.7,14,0.15,0,1,2327,0
4128,291.74,14,0.02,0,35,2775,0
8044,122.1,8,0.33,0,1,233,0
4768,10.24,16,0.38,0,17,502,0
473,4.41,13,0.15,0,9,657,0
3762,132.77,17,0.08,0,37,2374,0
8618,10.28,12,0.33,0,22,538,0
3567,85.4,10,0.27,0,13,424,0
2761,15.94,11,0.32,0,47,771,0
869,197.89,14,0.2,0,21,2826,0
9383,86.29,21,0.1,0,47,721,0
8689,25.23,12,0.27,0,35,2056,0
4053,173.32,19,0.18,0,36,139,0
6131,47.16,9,0.27,0,29,908,0
3245,121.12,9,0.15,0,48,435,0
4843,43.44,19,0.03,0,48,270,0
9331,118.97,12,0.11,0,14,1410,0
5641,85.04,19,0.22,0,5,482,0
5781,105.64,16,0.23,0,26,2981,0
8541,88.15,18,0.38,0,18,2448,0
1076,55.82,19,0.27,0,42,1110,0
2958,197.83,7,0.2,0,47,1503,0
6753,36.28,14,0.27,0,5,237,0
8658,22.76,21,0.14,0,27,1944,0
7273,102.6,16,0.09,0,21,1980,0
4760,449.55,7,0.29,0,18,1793,0
4863,7.15,16,0.34,0,42,1730,0
7026,67.99,15,0.32,0,14,440,0
7648,22.33,22,0.06,0,37,1031,0
7162,52.92,6,0.29,0,6,327,0
74,168.99,18,0.37,0,44,959,0
4902,66.14,10,0.03,0,49,2309,0
4376,66.03,8,0.0,0,45,1136,0
6699,165.47,11,0.07,0,29,365,0
9806,155.91,13,0.34,0,48,2829,0
1102,347.71,18,0.33,0,5,1677,0
9538,148.93,6,0.01,0,37,1986,0
7656,139.96,6,0.34,0,33,1377,0
5236,0.74,15,0.01,0,31,749,0
5166,417.69,16,0.14,0,42,1651,0
119,223.08,20,0.22,0,12,1882,0
2023,276.18,7,0.05,0,4,2837,0
9886,2461.81,2,0.75,1,4,15,1
2639,301.13,12,0.07,0,27,2272,0
2035,93.78,10,0.0,0,38,1316,0
2565,51.56,6,0.23,0,43,2254,0
8666,81.83,11,0.02,0,16,1490,0
3544,41.95,9,0.15,0,45,997,0
1220,31.92,14,0.0,0,44,1689,0
9715,65.53,12,0.16,0,9,1708,0
6712,26.41,15,0.33,0,32,1916,0
2904,53.88,8,0.37,0,27,231,0
3027,289.04,20,0.18,0,20,2214,0
2511,6.45,13,0.24,0,24,123,0
4202,21.85,19,0.26,0,36,1798,0
3208,137.97,14,0.08,0,49,2006,0
4490,82.99,9,0.29,0,23,489,0
2756,34.32,8,0.1,0,49,982,0
8890,10.5,18,0.01,0,34,528,0
178,48.9,19,0.21,0,22,197,0
1644,97.71,11,0.07,0,38,1681,0
9293,77.29,21,0.31,0,48,1488,0
3519,7.37,12,0.32,0,13,1147,0
1375,28.4,15,0.31,0,22,1269,0
1721,15.34,15,0.33,0,7,2725,0
3996,58.36,7,0.1,0,5,1456,0
3689,6.85,16,0.09,0,6,2392,0
2265,93.42,6,0.23,0,32,2387,0
88,101.49,19,0.3,0,28,2013,0
2849,83.03,19,0.17,0,44,2704,0
8688,9.1,20,0.15,0,35,158,0
404,175.13,20,0.24,1,40,2421,0
9901,7107.92,2,0.69,0,3,36,1
4078,32.29,14,0.04,0,27,2144,0
6836,17.02,18,0.33,0,27,2582,0
6538,219.17,17,0.26,0,15,2022,0
2457,58.71,12,0.34,0,30,2799,0
2752,112.13,9,0.21,0,8,270,0
2215,129.71,7,0.35,0,20,2336,0
1028,186.14,7,0.36,0,7,1013,0
9704,160.97,19,0.39,0,45,2316,0
1422,70.77,19,0.33,0,15,86,0
2437,48.7,14,0.07,0,37,1488,0
4278,41.26,20,0.34,0,27,1852,0
9610,133.65,6,0.25,0,6,2005,0
1279,15.37,15,0.18,0,3,2912,0
6221,160.17,12,0.14,0,16,546,0
4908,23.04,10,0.19,0,24,2764,0
5065,133.61,13,0.05,0,38,742,0
1979,206.14,18,0.13,0,25,2588,0
1062,414.04,20,0.38,0,30,1557,0
5015,21.88,20,0.11,0,22,939,0
4536,88.67,21,0.32,0,33,41,0
6994,8.71,18,0.25,0,10,2171,0
9254,36.26,12,0.2,0,7,656,0
1503,2.6,10,0.14,0,37,2972,0
8569,59.45,8,0.09,0,7,1329,0
9315,81.03,6,0.18,0,10,2166,0
8837,69.93,7,0.05,0,24,1418,0
8921,74.88,20,0.05,0,26,774,0
4919,142.64,13,0.06,1,47,515,0
679,348.91,19,0.33,0,47,322,0
5077,95.24,16,0.22,0,23,2796,0
8065,337.12,22,0.06,0,8,2688,0
7569,171.84,15,0.0,0,39,1785,0
103,37.74,21,0.36,0,25,1430,0
958,4.81,17,0.38,0,32,1341,0
8557,6.95,18,0.39,0,39,1276,0
3786,11.03,11,0.36,0,18,2758,0
9631,17.23,20,0.21,0,38,1234,0
7174,138.52,11,0.33,0,23,2295,0
4044,96.6,10,0.06,0,11,2345,0
2649,56.69,20,0.11,0,11,304,0
6001,104.49,22,0.12,0,6,2683,0
7928,199.14,8,0.33,0,9,1778,0
2827,130.51,18,0.16,0,26,1543,0
4095,40.34,22,0.16,1,48,2334,0
7775,40.68,8,0.0,0,26,2500,0
9259,149.1,19,0.09,0,10,1674,0
8114,108.87,15,0.34,0,35,1059,0
4773,26.76,17,0.03,0,19,1708,0
1948,15.95,20,0.29,0,22,2753,0
6110,287.82,19,0.36,0,49,1275,0
2300,41.38,17,0.28,1,19,30,0
7845,171.89,22,0.06,0,48,1494,0
4383,85.3,13,0.3,0,25,2206,0
5426,85.93,13,0.22,0,8,2972,0
6772,204.04,15,0.14,0,35,2275,0
8579,42.24,12,0.37,0,33,1214,0
4292,8.26,10,0.2,0,32,487,0
529,5.8,9,0.39,0,21,285,0
1234,3.16,8,0.37,0,37,399,0
780,102.48,17,0.01,0,39,2604,0
5860,88.33,20,0.25,0,46,1725,0
3060,302.46,10,0.19,0,3,2949,0
8588,143.88,17,0.17,0,37,208,0
1861,149.81,10,0.08,0,17,1657,0
8439,102.36,19,0.24,1,3,2516,0
7404,51.84,12,0.1,0,15,317,0
4640,167.1,15,0.17,0,49,457,0
4251,47.46,6,0.09,0,9,1535,0
1993,94.22,18,0.02,0,39,686,0
7380,9.35,10,0.29,0,16,701,0
7306,245.02,7,0.04,0,16,838,0
5304,223.78,8,0.28,0,26,2117,0
8193,40.8,14,0.06,0,32,1655,0
7448,29.57,22,0.11,0,2,1506,0
2472,332.5,12,0.08,0,15,1368,0
7198,145.31,9,0.14,0,3,1833,0
5313,261.6,18,0.04,0,33,1717,0
9036,127.14,10,0.27,0,15,82,0
1397,56.37,22,0.17,1,47,45,0
4003,142.78,21,0.31,0,29,2742,0
5372,42.61,7,0.04,1,8,2475,0
3236,26.68,17,0.33,0,42,2560,0
1043,38.38,21,0.35,0,31,2655,0
3299,47.08,12,0.3,0,29,1432,0
7257,5.18,20,0.31,0,28,1566,0
258,119.08,20,0.32,0,18,1415,0
7287,78.72,11,0.08,0,45,845,0
8617,317.79,20,0.0,0,9,1436,0
7817,29.24,10,0.35,1,2,2573,0
5844,1.68,8,0.14,0,22,1602,0
2090,47.87,12,0.06,0,19,450,0
7703,103.48,20,0.11,0,36,1301,0
504,168.09,16,0.39,0,21,1154,0
5266,71.87,10,0.02,0,14,2783,0
8815,106.31,21,0.04,0,4,1349,0
1346,55.42,6,0.18,0,11,1297,0
8456,15.27,10,0.12,0,33,1378,0
5047,67.29,21,0.36,0,46,1470,0
2249,91.37,12,0.0,0,24,801,0
4982,27.75,10,0.24,0,46,600,0
373,9.92,9,0.26,0,32,270,0
8455,290.01,17,0.03,0,21,1285,0
3371,24.68,9,0.08,0,18,621,0
2007,59.74,16,0.26,0,34,216,0
3657,41.61,22,0.17,0,36,2704,0
8328,233.41,17,0.3,0,10,2301,0
7522,70.48,17,0.02,0,35,2254,0
4002,163.7,19,0.28,0,49,68,0
6073,18.5,12,0.32,1,6,2330,0
8737,49.61,15,0.2,0,8,2192,0
998,14.71,14,0.01,0,18,635,0
8180,9.96,16,0.06,0,14,453,0
3291,6.93,6,0.13,0,43,719,0
1177,151.34,22,0.3,0,45,1240,0
552,191.18,13,0.02,0,17,2567,0
745,26.42,14,0.07,0,45,2576,0
7224,35.99,21,0.04,0,25,729,0
4555,61.34,20,0.15,0,49,33,0
2860,19.26,16,0.07,0,34,2611,0
8821,8.76,21,0.24,0,31,1729,0
3460,104.59,9,0.14,0,25,697,0
2725,50.75,15,0.25,0,5,2731,0
6848,59.58,14,0.33,0,30,2188,0
7616,59.49,8,0.32,0,2,759,0
7548,29.11,20,0.22,0,40,1762,0
9175,32.01,20,0.35,0,1,1433,0
6394,118.22,9,0.11,0,48,868,0
5359,191.95,6,0.06,1,12,2154,0
9489,10.51,13,0.16,0,40,2432,0
2969,293.92,20,0.18,0,5,1932,0
694,27.76,22,0.16,0,7,1373,0
2534,1.44,6,0.11,0,39,1159,0
6400,194.46,8,0.39,0,25,1289,0
983,11.27,10,0.16,0,1,2802,0
5365,72.4,11,0.01,0,4,287,0
80,12.32,11,0.07,0,22,2299,0
4054,81.24,15,0.04,0,45,323,0
6259,180.97,8,0.21,0,25,2772,0
9577,126.56,12,0.05,0,15,209,0
9026,48.12,6,0.0,0,34,97,0
3108,0.91,8,0.16,0,5,944,0
3602,84.6,18,0.07,0,8,254,0
6074,61.74,11,0.38,0,11,1756,0
8127,13.57,12,0.03,0,2,116,0
2143,123.87,19,0.06,0,3,398,0
6311,44.91,16,0.1,0,7,139,0
2269,27.11,14,0.29,0,35,263,0
446,294.22,22,0.22,0,26,1908,0
4884,19.86,13,0.39,0,42,1304,0
4467,14.27,18,0.16,0,15,2254,0
9027,83.08,8,0.09,0,1,2010,0
6633,109.59,21,0.25,0,13,1459,0
3317,66.16,12,0.02,0,22,332,0
1702,56.65,9,0.22,0,32,2611,0
2527,23.66,9,0.1,0,1,2982,0
69,7.75,21,0.38,1,9,99,0
1169,0.64,15,0.1,0,1,2143,0
49,79.12,11,0.18,0,49,365,0
1054,160.34,19,0.32,0,41,829,0
4030,44.7,8,0.18,0,48,1932,0
881,26.28,12,0.13,0,33,2923,0
2652,46.0,14,0.11,0,10,568,0
7760,21.87,18,0.14,0,17,2534,0
2440,16.74,12,0.3,0,40,731,0
4925,5.09,21,0.15,0,5,2161,0
1468,52.24,12,0.26,0,8,2923,0
7293,11.22,12,0.28,0,28,1361,0
5036,47.76,13,0.11,0,2,2946,0
2442,78.02,15,0.3,0,27,1266,0
6555,143.13,11,0.22,0,30,855,0
231,158.38,10,0.27,0,11,1789,0
1321,28.38,14,0.38,0,22,1108,0
42,68.35,10,0.28,1,8,1407,0
778,128.1,11,0.33,0,41,90,0
8951,32.1,15,0.31,0,12,2695,0
8405,60.6,13,0.14,0,11,2929,0
1730,95.51,20,0.11,0,29,1002,0
3911,4.01,22,0.11,0,34,1985,0
580,29.87,14,0.06,0,11,794,0
9942,2133.31,4,0.74,1,3,15,1
5840,99.43,11,0.34,0,32,518,0
8272,11.42,13,0.13,0,30,2295,0
7276,207.95,7,0.37,0,13,1700,0
1492,46.72,6,0.07,0,1,2967,0
9110,126.37,14,0.13,0,12,577,0
5611,8.01,11,0.15,0,39,649,0
62,31.66,21,0.03,0,14,1967,0
5472,37.52,18,0.14,0,41,1348,0
3906,66.17,15,0.23,0,44,1927,0
6532,231.9,20,0.33,0,33,436,0
403,70.37,6,0.38,0,15,2352,0
333,1.45,21,0.23,0,34,2886,0
2085,77.37,12,0.4,0,7,610,0
9558,70.27,8,0.04,0,28,641,0
165,9.46,22,0.26,0,11,2388,0
4380,70.46,13,0.18,0,1,310,0
2716,35.64,18,0.16,0,22,2775,0
8924,176.05,6,0.2,0,46,659,0
7347,60.69,7,0.06,0,3,2144,0
5454,52.96,10,0.4,0,6,2204,0
7047,130.76,22,0.17,1,5,2062,0
1335,368.06,11,0.05,1,41,89,0
8699,63.71,22,0.05,0,9,2501,0
1660,59.28,18,0.07,0,18,1447,0
3579,135.34,20,0.01,0,34,2303,0
754,40.78,19,0.08,0,44,311,0
6585,110.61,16,0.39,0,11,790,0
707,38.91,14,0.17,0,6,151,0
3015,97.1,14,0.05,0,38,719,0
8559,147.85,16,0.25,0,22,1857,0
9876,1179.05,3,0.94,1,0,20,1
9583,15.61,10,0.32,0,3,341,0
8929,13.18,6,0.09,0,16,131,0
9557,11.31,17,0.25,0,8,2293,0
8984,80.62,9,0.36,0,22,2835,0
1835,167.01,13,0.27,0,8,1952,0
2997,17.11,19,0.11,0,13,1713,0
5428,27.65,10,0.23,0,43,2290,0
3880,26.32,9,0.29,0,29,867,0
7157,73.05,18,0.38,0,28,833,0
5082,11.22,15,0.36,0,19,1042,0
9115,39.44,16,0.02,0,39,1684,0
7245,33.48,6,0.19,1,27,948,0
5401,27.97,8,0.17,0,31,1756,0
5396,46.53,16,0.05,0,11,736,0
9428,185.92,18,0.28,0,25,327,0
2247,6.58,10,0.19,0,1,783,0
836,54.29,20,0.31,0,4,1439,0
8395,155.19,11,0.13,0,15,2050,0
9043,373.26,7,0.2,0,12,860,0
433,96.29,10,0.27,0,2,2124,0
3379,9.25,17,0.27,0,45,987,0
6818,269.57,7,0.35,0,44,737,0
8132,93.8,15,0.31,0,40,766,0
9622,7.42,14,0.15,0,33,1860,0
6067,66.65,10,0.2,0,37,766,0
1194,97.0,18,0.03,0,49,333,0
6935,294.93,12,0.27,0,18,1998,0
5462,27.66,6,0.38,0,7,544,0
3072,94.16,16,0.22,0,36,817,0
3045,133.9,6,0.29,0,8,453,0
3264,1.83,8,0.37,0,19,1176,0
2730,66.18,20,0.12,0,49,1608,0
3434,58.39,12,0.26,0,7,1529,0
434,10.66,18,0.25,0,4,674,0
3273,128.53,18,0.13,0,15,1227,0
7002,20.67,10,0.09,0,5,1016,0
9727,172.05,11,0.04,1,38,700,0
105,238.13,17,0.38,0,9,688,0
3316,108.38,19,0.3,0,39,1403,0
1657,80.7,14,0.23,0,42,1018,0
1534,31.83,9,0.24,1,19,2501,0
4681,31.55,18,0.29,0,40,1407,0
8814,42.51,10,0.12,0,40,471,0
9003,129.07,13,0.36,0,18,563,0
6623,66.37,9,0.39,0,19,2815,0
1444,58.65,10,0.1,0,44,750,0
215,124.54,11,0.34,0,35,1837,0
5357,18.53,18,0.13,0,26,2705,0
9219,187.44,11,0.33,0,30,400,0
6323,78.91,22,0.03,1,31,2355,0
4990,146.86,7,0.09,0,28,2313,0
1420,271.62,14,0.31,0,29,81,0
9517,63.38,22,0.25,0,23,1765,0
8607,116.3,13,0.18,0,15,2188,0
182,12.04,22,0.05,1,3,1923,0
4353,53.47,7,0.26,0,25,1955,0
8701,262.97,8,0.22,0,24,1190,0
2447,30.02,17,0.39,0,25,1478,0
5322,32.71,10,0.35,0,48,2401,0
8046,10.62,22,0.22,0,12,2669,0
5685,15.58,22,0.1,0,30,1342,0
3533,39.49,11,0.29,1,33,2693,0
8245,40.49,16,0.19,0,22,1420,0
7977,254.75,6,0.3,0,1,2762,0
3699,270.61,18,0.24,0,9,2865,0
71,147.95,18,0.16,0,26,493,0
545,96.27,13,0.27,0,27,2522,0
1205,67.07,9,0.15,0,20,2571,0
3079,16.82,22,0.24,1,36,2533,0
9107,15.63,13,0.39,0,22,2633,0
9121,219.94,15,0.38,0,49,2122,0
9681,70.99,7,0.38,0,6,1328,0
6181,90.02,9,0.29,0,26,1149,0
8330,62.47,10,0.23,0,5,1508,0
4285,80.38,13,0.3,0,22,2837,0
4008,52.5,21,0.15,0,7,779,0
8714,55.62,17,0.02,0,15,668,0
878,107.56,12,0.14,0,13,733,0
8061,99.91,11,0.29,0,21,2342,0
197,129.45,13,0.17,0,33,2492,0
9747,157.24,6,0.3,1,35,954,0
4011,3.53,21,0.3,0,16,2386,0
9963,263.86,4,0.72,1,3,32,1
2572,236.56,8,0.28,1,47,337,0
3754,117.46,6,0.16,1,7,1114,0
9248,59.83,7,0.26,0,22,1721,0
8629,33.33,18,0.12,0,45,2658,0
9369,156.71,22,0.15,0,45,2738,0
6160,180.84,11,0.2,0,49,779,0
4792,306.62,14,0.15,0,18,124,0
5338,84.6,12,0.14,1,1,1180,0
3025,5.82,7,0.08,0,2,1717,0
2719,187.77,6,0.3,0,48,712,0
8656,59.59,13,0.27,0,37,1102,0
6917,47.7,19,0.02,0,1,1647,0
3985,169.99,21,0.24,0,13,802,0
7309,155.73,15,0.06,0,32,186,0
5954,95.79,9,0.1,0,22,264,0
3845,17.58,22,0.09,0,37,1797,0
2683,1.48,17,0.01,0,32,2438,0
4025,111.81,13,0.05,0,16,2384,0
8716,186.58,16,0.18,0,11,1532,0
3140,7.09,13,0.23,0,30,763,0
4238,145.47,15,0.22,0,28,2962,0
219,104.88,8,0.29,0,11,209,0
6619,69.66,11,0.22,0,14,1272,0
9607,168.11,8,0.26,1,45,1413,0
5269,195.09,21,0.23,0,47,275,0
2544,95.09,21,0.18,0,3,2259,0
2871,224.52,18,0.34,0,7,519,0
1245,143.14,8,0.18,0,11,1844,0
421,156.82,18,0.14,0,44,2527,0
6228,426.4,12,0.38,0,22,478,0
2059,105.26,9,0.36,0,47,1248,0
8494,279.0,13,0.24,0,19,318,0
6435,149.01,9,0.25,0,4,1600,0
3423,143.68,15,0.36,0,46,2277,0
4511,19.17,6,0.08,0,45,167,0
1167,178.46,11,0.34,0,20,1078,0
255,18.57,7,0.23,0,17,2326,0
416,59.5,10,0.08,0,22,2501,0
9176,22.3,22,0.21,0,18,206,0
3470,18.6,9,0.05,0,5,1191,0
3051,22.98,10,0.38,0,3,2774,0
760,155.4,18,0.18,0,44,582,0
1386,39.33,21,0.32,1,16,502,0
655,56.5,15,0.19,0,31,1049,0
1202,2.49,22,0.1,0,49,374,0
2414,2.79,6,0.36,0,15,934,0
5580,57.83,13,0.17,0,13,1360,0
5994,69.11,6,0.28,0,24,189,0
5295,148.94,7,0.04,0,29,2674,0
3056,345.9,7,0.06,0,27,1860,0
2831,65.56,11,0.01,1,45,973,0
2971,47.89,11,0.18,0,23,646,0
329,54.4,9,0.36,0,30,344,0
4271,104.63,9,0.13,0,6,2795,0
5995,7.5,13,0.37,0,12,2547,0
4393,103.73,11,0.02,0,44,2884,0
2064,61.48,12,0.01,0,39,2953,0
8302,29.98,6,0.25,0,27,475,0
9014,5.37,8,0.39,0,6,1644,0
9330,165.9,7,0.11,0,13,1361,0
5170,146.56,15,0.2,0,38,644,0
4430,159.71,9,0.28,0,12,1933,0
1282,121.22,13,0.13,0,41,161,0
3382,56.62,21,0.3,0,46,558,0
2637,338.28,15,0.36,1,22,2690,0
3329,15.12,6,0.18,0,9,1769,0
6437,80.45,17,0.24,0,33,1154,0
5019,82.04,18,0.4,0,23,1763,0
7325,7.04,15,0.28,0,2,1162,0
3796,107.5,18,0.21,0,43,1282,0
2664,113.26,6,0.14,0,41,1803,0
8283,206.8,18,0.11,0,7,2045,0
1283,82.02,10,0.2,0,10,1151,0
4149,130.54,22,0.17,0,40,261,0
1363,97.54,6,0.16,0,18,504,0
1438,121.97,20,0.02,0,34,2194,0
9629,4.88,6,0.33,0,7,1663,0
3442,75.01,9,0.09,0,11,1805,0
57,9.27,7,0.21,0,29,2778,0
4598,26.43,17,0.24,0,7,368,0
8480,312.86,10,0.05,0,6,1927,0
5366,463.41,17,0.09,0,31,2209,0
1845,286.6,20,0.05,1,3,2982,0
5516,149.56,13,0.18,0,29,2565,0
8574,31.28,14,0.19,0,6,2515,0
6264,367.93,10,0.33,0,21,1568,0
2881,40.28,8,0.37,0,7,781,0
1744,1.11,19,0.16,0,38,2538,0
8399,195.46,13,0.34,0,30,819,0
4170,10.16,18,0.05,1,9,1815,0
5198,6.59,22,0.35,0,49,1256,0
8994,64.73,6,0.39,0,19,1877,0
741,62.12,17,0.36,0,17,621,0
9067,29.22,22,0.06,0,9,2620,0
1625,19.27,17,0.31,1,30,819,0
525,182.22,11,0.26,0,35,1999,0
8000,11.04,16,0.27,0,16,2549,0
4420,19.49,10,0.04,0,48,2255,0
5427,409.48,14,0.37,0,12,725,0
6690,7.55,15,0.3,0,21,2105,0
7383,435.05,18,0.23,0,21,813,0
436,120.72,7,0.34,0,47,2710,0
2961,21.72,11,0.38,0,49,1777,0
309,158.57,18,0.05,0,15,955,0
1566,55.12,19,0.19,1,43,128,0
2632,121.69,14,0.3,0,47,604,0
5598,114.73,11,0.28,0,28,2903,0
9478,212.24,12,0.38,1,40,1498,0
402,232.84,10,0.4,0,37,1131,0
3827,62.87,19,0.04,0,16,2798,0
882,111.44,17,0.39,0,47,1590,0
3998,50.18,17,0.38,0,31,1864,0
7119,117.95,12,0.04,0,14,504,0
3266,7.15,12,0.29,0,31,539,0
8407,0.37,13,0.03,0,26,1212,0
5010,56.27,19,0.09,0,41,2056,0
5737,99.08,11,0.39,0,27,2571,0
5555,180.17,22,0.15,0,3,502,0
289,33.76,8,0.07,0,27,705,0
5565,266.89,12,0.13,0,43,2195,0
8325,6.72,12,0.38,0,25,2349,0
2624,240.73,7,0.23,0,43,1215,0
8860,97.29,14,0.07,0,25,1046,0
477,7.67,16,0.19,0,13,1532,0
8592,0.96,10,0.26,0,46,769,0
9714,25.67,6,0.06,1,37,383,0
6523,157.28,18,0.12,0,9,824,0
3112,27.71,20,0.29,1,36,2589,0
9471,62.56,7,0.27,0,39,2921,0
738,169.61,14,0.2,0,43,348,0
3134,78.58,22,0.05,0,6,2113,0
8048,3.17,7,0.05,0,10,893,0
6552,73.78,10,0.39,0,47,812,0
5408,58.6,20,0.36,1,46,2992,0
5564,32.73,19,0.17,0,14,1742,0
5329,57.9,8,0.31,1,2,2010,0
6719,26.23,7,0.1,0,21,1373,0
5119,141.79,20,0.36,0,22,1079,0
4620,195.69,16,0.3,0,29,2058,0
3690,1.93,10,0.2,0,43,938,0
7717,25.26,18,0.23,0,49,2330,0
1840,25.44,10,0.32,0,36,530,0
1996,106.99,6,0.36,0,4,2488,0
2400,101.31,12,0.05,0,22,1587,0
6511,5.38,8,0.16,0,3,1147,0
9357,180.48,12,0.29,0,25,688,0
4120,125.43,6,0.16,0,25,2849,0
5895,62.35,10,0.35,0,46,509,0
801,122.84,18,0.09,0,26,2704,0
8424,1.16,15,0.28,0,2,1577,0
7681,277.34,7,0.22,1,3,1544,0
1406,64.37,11,0.23,1,37,341,0
5432,9.27,10,0.36,0,33,695,0
70,433.41,21,0.13,0,7,266,0
9544,63.31,16,0.12,0,46,1410,0
2760,6.42,12,0.12,0,43,1895,0
8295,147.54,10,0.39,0,10,2223,0
1587,118.79,14,0.23,0,24,2982,0
6667,40.35,6,0.2,0,6,938,0
8015,113.03,22,0.37,0,5,2399,0
1075,440.0,14,0.24,0,2,1767,0
3064,97.72,12,0.37,0,21,2683,0
6488,48.39,6,0.18,0,46,1271,0
4706,54.85,12,0.15,0,23,183,0
9070,14.13,17,0.23,0,16,228,0
2604,38.21,10,0.23,0,3,488,0
7739,109.44,6,0.0,0,42,551,0
1580,79.12,17,0.06,0,42,745,0
5059,81.68,21,0.17,0,10,1961,0
5754,151.73,7,0.26,0,13,1370,0
3549,36.01,7,0.33,0,20,1750,0
410,9.57,7,0.09,0,47,101,0
4098,8.51,18,0.03,0,23,1286,0
6462,115.87,6,0.18,0,36,2541,0
5602,37.93,17,0.13,0,24,1051,0
5232,54.36,12,0.01,0,11,1179,0
3778,83.61,6,0.07,0,28,721,0
2727,6.8,9,0.08,0,35,2926,0
478,80.71,11,0.14,0,45,1439,0
1330,68.95,10,0.16,0,37,714,0
4036,445.86,19,0.21,0,4,813,0
9643,38.81,21,0.01,0,25,543,0
1778,57.55,17,0.19,0,14,593,0
6097,5.37,9,0.31,0,21,584,0
752,281.06,9,0.18,0,7,1282,0
5793,336.53,19,0.33,0,5,1671,0
4061,34.82,20,0.31,0,40,1146,0
9042,38.02,14,0.36,0,44,1748,0
6031,97.59,20,0.11,0,1,1303,0
5899,304.21,16,0.26,0,28,2107,0
9339,37.19,18,0.17,0,9,878,0
9161,239.67,7,0.25,0,10,2572,0
9997,97.45,0,0.94,1,2,39,1
5152,22.54,13,0.33,0,27,473,0
469,25.31,20,0.06,0,5,451,0
1546,66.08,21,0.27,0,32,2833,0
6312,74.29,13,0.25,0,27,441,0
2684,47.66,14,0.11,1,26,2313,0
8967,89.63,9,0.24,0,24,952,0
6182,23.59,10,0.23,0,22,1447,0
1026,64.29,11,0.26,0,23,2395,0
5113,91.83,9,0.19,0,10,2430,0
8563,106.75,21,0.36,0,41,2035,0
5369,147.91,16,0.2,0,20,624,0
2355,128.73,18,0.34,0,42,2417,0
7279,142.04,17,0.21,0,35,1370,0
3603,20.49,10,0.26,0,19,1936,0
774,50.63,16,0.2,0,41,2366,0
6774,18.0,14,0.1,0,7,1431,0
8810,13.11,13,0.2,0,12,1096,0
3383,3.16,19,0.2,0,6,897,0
642,38.87,21,0.08,0,20,670,0
4234,242.29,7,0.19,1,5,1772,0
3816,86.19,7,0.22,1,49,1230,0
4105,35.09,7,0.37,0,46,1562,0
9926,52.38,1,0.91,1,2,21,1
1109,119.08,8,0.39,1,15,2474,0
3528,142.42,17,0.21,0,28,327,0
3496,23.73,11,0.08,1,47,1351,0
1421,38.0,20,0.03,0,44,959,0
6924,83.45,14,0.23,0,49,2813,0
3882,131.49,12,0.12,0,38,259,0
8354,79.5,11,0.27,0,47,1953,0
6246,93.32,22,0.36,0,26,1779,0
4939,143.62,14,0.21,0,39,1938,0
6799,10.32,13,0.39,0,7,332,0
7813,10.91,20,0.27,0,8,468,0
1681,42.48,6,0.17,0,11,2323,0
